вы знаете ким фостер?	полагаю, что знаю.			
вы знаете ким фостер?	нет. а должен?			
вы знаете ким фостер?	теперь знаю.			
ты что, переспал с моей дочерью?	это она пыталась переспать со мной.			
ты что, переспал с моей дочерью?	да, у меня твоя дочь.			
слушай, я как раз собирался - -	вот, иди.			
слушай, я как раз собирался - -	быстрей давай.			
слушай, я как раз собирался - -	вот и топай.			
слушай, я как раз собирался - -	правильно. теперь ко мне.			
мы просто выполняли приказы.	"всего лишь слова ""."			
мы просто выполняли приказы.	"и она пошла к этому дому... """			
хочу написать роман о латинской америке.	это хороший выбор.			
хочу написать роман о латинской америке.	не думай, кир. делай.			
хочу написать роман о латинской америке.	да, обязательно запиши.			
хочу написать роман о латинской америке.	точно будет бестселлер.			
хочу написать роман о латинской америке.	тогда напиши.			
я думал, это правило для бобби.	черт возьми, ты сам был демоном.			
я думал, это правило для бобби.	я хотел тебя утешить.			
ладно.	давайте, валите уже.			
ладно.	успокойся.			
ладно.	вот так бы сразу.			
ладно.	ты в поряде?			
алло.	я вас не слышу - тут слишком шумно.			
алло.	алло, вёрджил?			
алло.	алло, дорис?			
алло.	кто звонит?			
алло.	алло.			
у вас есть 8 часов на то, чтобы разобраться с тем бардаком, что вы устроили.	вы хотите нарушить протокол?			
у вас есть 8 часов на то, чтобы разобраться с тем бардаком, что вы устроили.	я работаю.			
у вас есть 8 часов на то, чтобы разобраться с тем бардаком, что вы устроили.	хорошо, у нас два дела, перейдем к ним.			
у вас есть 8 часов на то, чтобы разобраться с тем бардаком, что вы устроили.	у меня нет обязательств вам что - либо доказывать, потому что формально я здесь не работаю.			
на три, два, и... давай.	вы хотите еще один шанс?			
как твоя мама?	она в порядке.			
как твоя мама?	с ней все прекрасно.			
как твоя мама?	с ней всё хорошо.			
как твоя мама?	ей лучше, спасибо.			
как твоя мама?	о, она держится.			
и мои тоже.	мы нужны друг другу.			
и мои тоже.	ну значит взаимно.			
да, он облажался.	теперь ему грозит от сорока лет до пожизненного.			
да, он облажался.	в положительном ключе : он вольный человек.			
да, он облажался.	очень жаль!			
да, он облажался.	но зачем ему это?			
да, он облажался.	его взяли на 580 - й трассе.			
я вынуждена была прилечь поспать, потому что олег и софи	ты спала на их кровати?			
поверь мне.	хорошо, верю.			
поверь мне.	хорошо, я тебе верю.			
поверь мне.	верю.			
поверь мне.	уж я - то знаю.			
поверь мне.	я верю.			
нет...	"в смысле "" нет ""?"			
нет...	"что значит, "" нет ""?"			
нет...	а что тогда?			
осторожно!	обнаружена опасность!			
осторожно!	я и хочу его сбить!			
осторожно!	тихо!			
осторожно!	осторожно!			
таков был мой первый порыв но с той стороны нет ночного освещения.	хорошо, давайте направим больше беспилотников в этот район.			
не израиль это никакой.	тогда перестань крутиться поблизости.			
не израиль это никакой.	уезжай.			
не израиль это никакой.	ладно.			
как мило.	угу.			
как мило.	да, мил...			
как мило.	что мило?			
как мило.	мило?			
как мило.	насколько мило?			
как мило.	безумно, но мило.			
эм, и она согласилась на свидание со мной сегодня	это было не свидание.			
эм, и она согласилась на свидание со мной сегодня	это не свидание, понятно?			
эм, и она согласилась на свидание со мной сегодня	это не свидание.			
маргарита, маргарита, ну?	надо полагать, католичка.			
маргарита, маргарита, ну?	леди маргарет!			
встретимся снаружи.	удачной деловой встречи.			
встретимся снаружи.	идёмте, сэр. сюда.			
встретимся снаружи.	еще бы, до встречи.			
встретимся снаружи.	увидимся.			
встретимся снаружи.	и будь осторожен.			
привет.	привет, извини.			
привет.	привет.			
привет.	привет, прости за это.			
привет.	могу я с тобой поговорить?			
привет.	привет, скотт.			
привет.	сам ты привет.			
как ты до этого додумалась?	очень просто.			
как ты до этого додумалась?	буду считать это комплиментом.			
как ты до этого додумалась?	я за тобой следила.			
как ты до этого додумалась?	<CENSORED> помог мне понять.			
как ты до этого додумалась?	просто осенило, вот и всё.			
эм, да, те двое нуждаются в транспортировке и ещё пять, которые....	куда делись еще пять?			
быстрее для разрыва пространственно - временного барьера и создания стабильной червоточины, через которую я бы мог вернуться домой.	ты это стырил из супермена.			
я не знаю, что это. и не хочу знать. но говорю тебе, сейчас он в наших руках.	мне всё равно, что он говорит.			
я не знаю, что это. и не хочу знать. но говорю тебе, сейчас он в наших руках.	я просто не хочу испортить наши с ним отношения в любом случае.			
я не знаю, что это. и не хочу знать. но говорю тебе, сейчас он в наших руках.	пап, я знаю, что ты пытаешься сказать.			
я знаю, что на протяжении многих лет, ты переживала свои собственные испытания, и для тебя это может связаться в глубокое чувство вины.	отчасти это - - и я не имею в виду ту часть, где и вправду моя вина - - но отчасти, это просто жизнь.			
кровь из носа.	вызовите скорую!			
алло?	дин.			
алло?	да, я слушаю.			
алло?	есть разговор.			
а как зовут это чудо?	хозяйка эльза.			
а как зовут это чудо?	виктор.			
а как зовут это чудо?	анвар садат. в честь бывшего президента египта.			
а как зовут это чудо?	софия.			
а как зовут это чудо?	матильда.			
а как зовут это чудо?	дэниэл.			
является очевидным, что это?	фотографии тела.			
является очевидным, что это?	детектив на линии.			
является очевидным, что это?	рисунок, который я нарисовала, когда училась в школе.			
является очевидным, что это?	полагаю, это молитва.			
является очевидным, что это?	какие - то указания и карта.			
является очевидным, что это?	порез.			
плакал с энди,	я помню.			
плакал с энди,	я не так много плакал.			
* и пожалуйста, не плачь *	* я перестала плакать *			
* и пожалуйста, не плачь *	* потому что это больно *			
* и пожалуйста, не плачь *	* ведь на земле мы не навсегда. *			
* и пожалуйста, не плачь *	* все плачут *			
эта школа ваш последний шанс!	за работу, вигго!			
эта школа ваш последний шанс!	и мы, как люди... должны сохранить ее свободной.			
эта школа ваш последний шанс!	как думаете, справимся?			
может, надо было.	может, надо было.			
может, надо было.	не думаю, что я поступил бы по - другому. правда.			
может, надо было.	возможно, если ты найдешь кого - то еще.			
может, надо было.	может, так и было нужно.			
может, надо было.	но не вышло.			
может, надо было.	стоило бы.			
мне нужно просто собраться с мыслями.	и взять себя в руки.			
мне нужно просто собраться с мыслями.	пытаюсь наставить нас на правильный путь, но для этого нужно время.			
мне нужно просто собраться с мыслями.	зачем?			
да.	обычно вы держите себя тише. без обид.			
да.	и я не мог его достать.			
да.	спасибо, что пришёл.			
да.	он у тебя в списке симпатий, что аж по имени зовёшь?			
скорость ветра снаружи 200 км / ч.	глубина - 4, скорость торпеды - 30.			
скорость ветра снаружи 200 км / ч.	люди готовы забраться на поезд, когда скорость будет минимальной.			
она актриса.	хлоя?			
она актриса.	проживает тут, у неё было прослушивание в лос - анджелесе.			
она актриса.	ты ее знаешь?			
она актриса.	теперь она режиссер.			
она актриса.	актриса чего?			
это более теплого цвета.	оттенки синего, а синий пахнет домом.			
это более теплого цвета.	есть желтые крышки.			
надеюсь, вы оба успокоились после того случая.	нет, мы не ругались.			
надеюсь, вы оба успокоились после того случая.	конечно.			
надеюсь, вы оба успокоились после того случая.	никогда не были так спокойны.			
надеюсь, вы оба успокоились после того случая.	нисколько.			
так же, как похищение и убийство.	это не идеальное убийство.			
так же, как похищение и убийство.	убийство с использованием маминого дара.			
так же, как похищение и убийство.	нам необходимо получить его фотографии и определить преступников.			
так же, как похищение и убийство.	и... эээ... попытке убийства.			
пять, четыре, три, два, один.	один, два, три, четыре, пять.			
пять, четыре, три, два, один.	или дэвид позвонит нам по второй линии. так что просто...			
чан су та, вы в порядке?	да. я жив.			
чан су та, вы в порядке?	мэгги, мы в порядке!			
чан су та, вы в порядке?	да, дэнни немного поранился, но мы в порядке.			
чан су та, вы в порядке?	вы в порядке, мистер пембертон?			
чан су та, вы в порядке?	нет, я не в порядке.			
чан су та, вы в порядке?	да, я - гэри...			
очевидно, что ты вернулся.	да, появилась свободная минутка.			
очевидно, что ты вернулся.	да, я тут, видишь, пробую новые веревочки.			
очевидно, что ты вернулся.	я?			
очевидно, что ты вернулся.	конечно, вернулся.			
очевидно, что ты вернулся.	да, вернулся, чарльз.			
теперь понятно.	я люблю детские книжки.			
теперь понятно.	ну, а что нового у тебя?			
теперь понятно.	"не говори "" понятно "" таким тоном."			
господи!	тихо, тихо.			
господи!	что?			
господи!	это шутка!			
господи!	ты хуже, чем папа!			
вот и он	ну, говори...			
вот и он	тогда как ты можешь быть что - то должен ему?			
вот и он	давай просто позволим ему говорить			
вот и он	ему будет больно?			
вот и он	он?			
вот и он	хорошо отведи его в публичное место			
ворчун.	коммандер!			
ворчун.	ничего не смог с собой поделать.			
ворчун.	ещё какой.			
ворчун.	да, он такой.			
да.	я в таком восторге.			
да.	и я не мог его достать.			
да.	раз уж ты не можешь помочь себе, ха?			
в темной стороне заключена великая сила.	быть может, небо еще меня считает королем.			
в темной стороне заключена великая сила.	все врата - едины.			
в темной стороне заключена великая сила.	да, но у тебя и эйдена новые беды.			
в темной стороне заключена великая сила.	они никак не могут объединиться и напасть на поезд.			
держишься?	да, да.			
держишься?	крепко.			
держишься?	стараюсь об этом не думать.			
держишься?	да, держусь. хорошо.			
держишься?	еще держусь.			
о, да, сэр. он ваш.	отлично, спасибо.			
а ты принёс деньги?	конечно же, я их принёс.			
а ты принёс деньги?	микки, я же нищий.			
что, милый?	я люблю тебя, мама.			
что, милый?	можно мне сока?			
что, милый?	привет, говорю. привет.			
что, милый?	привет, мама.			
что, милый?	ничего.			
я знаю, что ты меня любишь.	конечно, люблю.			
я знаю, что ты меня любишь.	люблю.			
я знаю, что ты меня любишь.	очень люблю.			
я знаю, что ты меня любишь.	ведь ты любишь?			
есть какие планы на вечер?	нет, никаких.			
есть какие планы на вечер?	никаких.			
есть какие планы на вечер?	мне нужно идти на дурацкий ужин по сбору средств...			
есть какие планы на вечер?	плана нет			
итак.	итак?			
итак.	сначала о главном.			
итак.	давайте начнем.			
итак.	мы можем на тебя рассчитывать?			
пообедаешь с нами?	нет, вернусь в студию			
пообедаешь с нами?	нет, я пришел к папе.			
пообедаешь с нами?	конечно! я с вами!			
пообедаешь с нами?	нет, спасибо.			
пообедаешь с нами?	не могу.			
пообедаешь с нами?	с удовольствием.			
ты меня разыгрываешь?	нет, просто пытаюсь достать свою булочку.			
я еще никогда не пребывал в такой депрессии, не чувствовал себя таким жалким и одиноким.	у тебя бывает депрессия в рождество?			
я еще никогда не пребывал в такой депрессии, не чувствовал себя таким жалким и одиноким.	ты никогда не впадаешь в депрессию?			
я еще никогда не пребывал в такой депрессии, не чувствовал себя таким жалким и одиноким.	но тебе гораздо хуже.			
я еще никогда не пребывал в такой депрессии, не чувствовал себя таким жалким и одиноким.	что случилось, сэр?			
я еще никогда не пребывал в такой депрессии, не чувствовал себя таким жалким и одиноким.	такое часто происходит вокруг.			
да?	да, здорово.			
да?	да, она тебе идет.			
да?	ага.			
да?	да.			
да?	конечно она меньше.			
да?	даа.			
в чем дело?	на меня напали.			
в чем дело?	да ни в чем.			
в чем дело?	мне нездоровится.			
в чем дело?	сама не знаю.			
в чем дело?	ни в чем.			
что?	ничего.			
что?	ничего, просто - -			
она вернулась в сад.	она пошла?			
она вернулась в сад.	уже?			
она вернулась в сад.	похоже, игры уже не детские.			
дай мне другой постер.	хорошо, держи это.			
дай мне другой постер.	на.			
дай мне другой постер.	держи.			
дай мне другой постер.	ой, ладно.			
дай мне другой постер.	обойдёшься.			
рядом, через дорогу.	где гостиница?			
рядом, через дорогу.	уверен, у них там есть камеры слежения.			
рядом, через дорогу.	и что он там делал?			
рядом, через дорогу.	он все еще единственный отель, правда?			
знаешь, просто чтобы он всегда был там.	да, я знаю.			
знаешь, просто чтобы он всегда был там.	я знаю, где он.			
знаешь, просто чтобы он всегда был там.	вот почему ты можешь достать его.			
знаешь, просто чтобы он всегда был там.	я бы даже не разрешил этого, если бы не знал, что ты там будешь если вдруг что - то случится.			
красивые тут места. и запах особенный.	да, очень красиво.			
красивые тут места. и запах особенный.	да, вид неплохой.			
красивые тут места. и запах особенный.	спасибо.			
красивые тут места. и запах особенный.	да, это хорошее место.			
ну, в каком - то смысле все маги воздуха - одна семья.	а что насчёт семьи нашего брата?			
ну, в каком - то смысле все маги воздуха - одна семья.	тогда в чём, уэйд?			
лаки, ко мне!	твой песик очень далеко...			
лаки, ко мне!	подождите!			
лаки, ко мне!	сфотографируйте!			
я должен вернуться на свою планету.	я думаю, ты будешь прекрасным космонавтом.			
я должен вернуться на свою планету.	что? куда?			
я должен вернуться на свою планету.	не надо.			
я должен вернуться на свою планету.	тогда я отведу вас туда.			
я должен вернуться на свою планету.	на марс?			
я должен вернуться на свою планету.	ты не должен.			
мне нужно, чтобы ты взял людей и отправился на уайт хорс пайк.	но я мог бы, но не стану.			
полковника сеймура?	да, его имя рамзес.			
полковника сеймура?	да, рой клеменс.			
фу!	мерзость!			
фу!	гадость! а то, что он - огромный, свирепый зверь, тебя не смущает?!			
фу!	тупица!			
фу!	у - ху!			
фу!	фу!			
это подойдет?	не знаю!			
это подойдет?	нет, один не подойдет.			
это подойдет?	да, спасибо.			
это подойдет?	мне подходит.			
это подойдет?	подойдет.			
это подойдет?	да, подойдёт.			
нет, ты ошибся.	ошибся в чем?			
нет, ты ошибся.	нет, не ошибся.			
нет, ты ошибся.	я не учёный, я - инженер.			
нет, ты ошибся.	в чем ошибка?			
боже, почему ты такая тварь?	в чем дело?			
боже, почему ты такая тварь?	я сука?			
боже, почему ты такая тварь?	ты совсем спятила?			
можно войти?	да, впусти его.			
можно войти?	ну, да. да, входи.			
он думал, что я была частью сделки.	нет, он только торговал лицом.			
он думал, что я была частью сделки.	он думал, что я просто выдумала это, чтобы устроить скандал, и быть в центре внимания.			
он думал, что я была частью сделки.	но... он был в постели.			
он думал, что я была частью сделки.	он просто сделал это официально.			
да пошел ты, билли!	сам иди.			
да пошел ты, билли!	сам пошел!			
да пошел ты, билли!	сам пошёл, мелкий засранец!			
да пошел ты, билли!	пошел!			
да пошел ты, билли!	эй!			
да пошел ты, билли!	сам пошёл!			
шифф!	добрый вечер, офицеры.			
шифф!	свуп!			
шифф!	здравствуйте, отец.			
шифф!	здорово, уибо!			
шифф!	калли!			
спасибо.	всё нормально?			
спасибо.	не за что.			
спасибо.	пожалуйста.			
спасибо.	я могу звать вас жан - до?			
спасибо.	рад помочь.			
спасибо.	всегда пожалуйста.			
они говорят одно и то же.	кто говорит?			
они говорят одно и то же.	так и есть.			
они говорят одно и то же.	что говорят?			
они говорят одно и то же.	 они могут говорить все что им нравится. 			
они говорят одно и то же.	"кто - "" они ""?"			
вы не могли бы передать соль своей ошибке?	можем, можем.			
вы не могли бы передать соль своей ошибке?	конечно.			
вы не могли бы передать соль своей ошибке?	сию минуту.			
вы не могли бы передать соль своей ошибке?	извините, нет.			
вы не могли бы передать соль своей ошибке?	сделаем все возможное, сорен.			
вы не могли бы передать соль своей ошибке?	извините, я не могу.			
остановись!	нет!			
остановись!	я никогда не остановлюсь!			
остановись!	нет, ты не остановишь меня!			
остановись!	дай мне закончить!			
остановись!	ни за что!			
кёртис пейн - это не шутки.	это джекилл доктор.			
кёртис пейн - это не шутки.	этот тоже не шрэк.			
кёртис пейн - это не шутки.	я не убивал ричардса.			
кёртис пейн - это не шутки.	а что не так с габриэль?			
ты должен гордиться.	я горжусь.			
ты должен гордиться.	чем гордиться? этим, что ли?			
ты должен гордиться.	я всегда гордилась.			
ты должен гордиться.	ты издеваешься, но на самом деле я горжусь.			
я могу притвориться пациентом.	доктор клеменс отвезет тебя в операционную.			
я могу притвориться пациентом.	не хочу причинять тебе вред, волшебник.			
я могу притвориться пациентом.	нет, брюс, не можешь.			
я могу притвориться пациентом.	нет, ты не можешь.			
я могу притвориться пациентом.	я знаю, что можешь.			
я могу притвориться пациентом.	ты и так достаточно квалифицирована.			
или неудачником.	но тогда ты, определенно, не получишь его.			
это не просто картина, сьюзан.	он просто немного похож на чарли.			
это не просто картина, сьюзан.	это он был на яхте в вечер убийства норы.			
это не просто картина, сьюзан.	это именно то, о чем я и подумала.			
это не просто картина, сьюзан.	он был на ней в ночь, когда её убили.			
чудно!	я - просто супер.			
чудно!	не ожидал.			
чудно!	отлично вышло.			
чудно!	правда здорово.			
чудно!	восхитительно!			
чудно!	все для тебя сделаю, обри.			
ее мечта стала моей мечтой.	тогда мы должны создать новую мечту.			
ее мечта стала моей мечтой.	мечта это то, что заполняет пустоту внутри.			
ее мечта стала моей мечтой.	но это ведь и не было твоей мечтой.			
ее мечта стала моей мечтой.	не такая уж простая мечта.			
ее мечта стала моей мечтой.	это не мечта.			
прошу вас, сэр.	успокойтесь, я доктор барнс.			
прошу вас, сэр.	стойте, сэр.			
прошу вас, сэр.	сэр? вы можете подняться?			
прошу вас, сэр.	это ваш, мистер риджвей.			
прошу вас, сэр.	мы должны доставить вас на ваш корабль.			
а?	смотри.			
а?	знаешь ли ты что я нашла в кровати акселя на прошлой недели?			
так, шевелись.	я могу. залезай.			
так, шевелись.	господин!			
так, шевелись.	все хорошо.			
так, шевелись.	сейчас?			
так, шевелись.	хорошо, уже в пути.			
ты шутишь, да?	нет, не шучу. это похоже на шутку?			
ты шутишь, да?	нет, я серьёзно.			
ты шутишь, да?	не шучу.			
ты шутишь, да?	нет, уилл, не шучу.			
ты шутишь, да?	нет, это не шутка!			
ты шутишь, да?	нет, не шучу.			
господи ты боже мой.	простите.			
господи ты боже мой.	прости, ник.			
господи ты боже мой.	я так счастлива.			
господи ты боже мой.	что?			
помогите!	откройте дверь!			
помогите!	помогите!			
помогите!	на помощь!			
помогите!	кто - нибудь, на помощь!			
помогите!	нам нужна помощь!			
сучка.	да ну?			
сучка.	нет - нет - нет, ты сучка.			
сучка.	нет, моя королева.			
сучка.	что?			
сучка.	я – сучка?			
сучка.	потаскуха!			
хорошо.	до встречи.			
хорошо.	тогда до завтра.			
хорошо.	буду ждать.			
хорошо.	было приятно тебя снова увидеть.			
хорошо.	отлично, иди.			
хватит докучать мне.	извини.			
хватит докучать мне.	прекратить?			
хватит докучать мне.	ещё немного.			
хватит докучать мне.	я пытаюсь!			
почему?	потому.			
почему?	потому, что это уже не важно.			
почему?	потому что не сможешь вернуться.			
почему?	потому что ты этого хочешь.			
почему?	потому что так не делается.			
почему?	просто кажется, что у тебя что - то крутится в голове.			
развестись с ней?	нет, мне кажется, она меня избегает.			
развестись с ней?	нет. я с ней уже расстался.			
развестись с ней?	я не знаю.			
смешной мальчишка!	твой сын!			
смешной мальчишка!	весь в родителей!			
смешной мальчишка!	хороший!			
смешной мальчишка!	да!			
смешной мальчишка!	весь в папу!			
двигайте ногами и руками	сделаем это!			
двигайте ногами и руками	прижать руки к груди!			
двигайте ногами и руками	я знаю, что делаю!			
вы любите лобстеров, пол?	да, люблю. он добрый и чуткий.			
вы любите лобстеров, пол?	я люблю счеты, билли.			
вы любите лобстеров, пол?	я люблю все.			
вы любите лобстеров, пол?	кого? нет.			
серьёзно?	да, серьезно.			
серьёзно?	серьёзно.			
серьёзно?	совершенно серьезно.			
серьёзно?	абсолютно.			
серьёзно?	конечно, серьезно... серьезней некуда.			
серьёзно?	да, абсолютно серьёзно.			
но тогда она войдет в детскую!	она уже взрослая.			
но тогда она войдет в детскую!	она наша дочь.			
на кого я похожа?	на меня.			
на кого я похожа?	на друга моего брата.			
окей, видишь его?	я не вижу.			
окей, видишь его?	нет, ничего не вижу.			
окей, видишь его?	я больше его не вижу.			
окей, видишь его?	да, лучше бы не видел.			
окей, видишь его?	вижу.			
окей, видишь его?	вижу. что это?			
какой священный обет был нарушен твоим откровением?	любовью.			
никто не уходит.	уходит!			
никто не уходит.	он уходит.			
аа? наоборот! наоборот!	я и говорю, налево!			
я просто рад, что тебе стало лучше.	хорошо, когда хоть кто - нибудь этому рад			
я просто рад, что тебе стало лучше.	я тоже рад, что ты в порядке.			
я просто рад, что тебе стало лучше.	я в порядке.			
я просто рад, что тебе стало лучше.	я тоже рада			
ты не понимаешь.	я и не хочу понимать.			
ты не понимаешь.	еще как понимаю.			
ты не понимаешь.	нет, я понимаю!			
ты не понимаешь.	никто не понимает.			
ты не понимаешь.	я все понимаю!			
так куда он их забрал, этот хороший человек?	он не сказал.			
так куда он их забрал, этот хороший человек?	возможно в его комнату для раздумий.			
так куда он их забрал, этот хороший человек?	но он не объяснил.			
так куда он их забрал, этот хороший человек?	назад, в дом своего отца.			
так куда он их забрал, этот хороший человек?	не знаю, я заставила его уйти.			
считайте, что это подарок на помолвку.	это прекрасный подарок.			
считайте, что это подарок на помолвку.	нет, зачем он мне.			
считайте, что это подарок на помолвку.	прекрасный подарок.			
считайте, что это подарок на помолвку.	я хотел сделать подарок вашей жене. если позволите.			
игра продолжается.	это не игра.			
игра продолжается.	но теперь в ней объявились новые игроки.			
игра продолжается.	играй, как играется.			
игра продолжается.	конец игры.			
игра продолжается.	для меня это не игра, трой.			
никакого давления...	мы должны прекратить.			
никакого давления...	что случилось, мардж?			
никакого давления...	что случилось?			
никакого давления...	это вероятно повреждение вызванное высокой температурой при кремации			
красота!	смертельно красиво.			
красота!	очень красиво и наивно.			
красота!	ваша мать любила бывать тут.			
красота!	да, клево.			
я думала, ты моя подруга.	немного больше, чем подруга, верно?			
я думала, ты моя подруга.	твоя подруга?			
я думала, ты моя подруга.	что мы сделали не так?			
я думала, ты моя подруга.	я и есть твоя подруга.			
я думала, ты моя подруга.	я твоя подруга!?			
дай - ка мне кое - что сказать.	ну говори.			
дай - ка мне кое - что сказать.	говори, ты первый.			
дай - ка мне кое - что сказать.	говори.			
дай - ка мне кое - что сказать.	скажи.			
дай - ка мне кое - что сказать.	кое - что... что мне казалось, говорить не стоит.			
хватайся!	не могу!			
хватайся!	вот так!			
хватайся!	не достаю!			
это только на людях, показуха.	да не все так плохо.			
это только на людях, показуха.	знаешь, мне все равно, что думают люди.			
я промахнулась.	подумаешь, я, вообще - то, тоже.			
я промахнулась.	я промахнулась.			
я промахнулась.	слава богу.			
что происходит?	объясни мне, поль!			
что происходит?	ничего			
что происходит?	ничего не происходит.			
отпусти ее!	все кончено!			
отпусти ее!	я не могу.			
отпусти ее!	еще одна попытка и вы пожалеете!			
забавно быть вне терапии, не правда ли?	правда.			
забавно быть вне терапии, не правда ли?	правда, правда.			
забавно быть вне терапии, не правда ли?	да			
забавно быть вне терапии, не правда ли?	это святая правда.			
забавно быть вне терапии, не правда ли?	чистая правда.			
верно. мать.	да.			
верно. мать.	"определенно "" отец ""."			
верно. мать.	сын.			
верно. мать.	и отец.			
я только что спас тебя.	всех нас.			
я только что спас тебя.	спасибо.			
советую тебе сделать тоже самое.	приходи оплакивать своего отца.			
советую тебе сделать тоже самое.	но, поговорив с твоей дочерью, я счёл нужным предложить тебе примириться.			
советую тебе сделать тоже самое.	жаль что я не могу сделать это.			
советую тебе сделать тоже самое.	мне просто нужен свежий воздух.			
это запрещено, ты же знаешь.	знаю.			
это запрещено, ты же знаешь.	черт.			
это запрещено, ты же знаешь.	я знаю.			
если это вас успокоит, удвойте патруль.	никакого беспокойства.			
если это вас успокоит, удвойте патруль.	я в порядке, я сам могу спуститься.			
если это вас успокоит, удвойте патруль.	мы все здесь спокойны, собраны....			
если это вас успокоит, удвойте патруль.	мы проверим территорию дома.			
если это вас успокоит, удвойте патруль.	я спокоен.			
зачем вы пытались подкупить анну?	всем известно, что вы оставляете её себе.			
зачем вы пытались подкупить анну?	мы пытались защитить тебя.			
зачем вы пытались подкупить анну?	затем же зачем и вы.			
зачем вы пытались подкупить анну?	потому что, я бы хотел нанять вас.			
зачем вы пытались подкупить анну?	потому что вы были правы насчёт того наркомана.			
мы знали нашу миссию и мы выполнили ее.	вы потрясающие!			
мы знали нашу миссию и мы выполнили ее.	зачем вы это сделали?			
мы знали нашу миссию и мы выполнили ее.	это было потрясающе!			
мы знали нашу миссию и мы выполнили ее.	отличная была идея!			
спасибо.	пожалуйста.			
спасибо.	присаживайся пожалуйста.			
спасибо.	и тебе спасибо.			
спасибо.	на за что.			
спасибо.	не за что.			
мой голос так не...	я серьезно.			
мой голос так не...	скорее образ. голос образа...			
что это было?	кофе.			
что это было?	какой - то порошок.			
что это было?	побочный эффект.			
что это было?	ванильный экстракт с тоником.			
да.	удачи.			
да.	думаю для тебя это сильное облегчение.			
да.	тогда начнём.			
да.	а теперь поторопись.			
да.	поздравляю!			
да.	отлично.			
итак,... когда вы почувствовали тошноту.	мы все это почувствовали.			
итак,... когда вы почувствовали тошноту.	 а я не чувствую. 			
"и странно прошептала вдруг : "" любовь не ждёт! """	почувствуй в нем любовь, бесконечную любовь.			
"и странно прошептала вдруг : "" любовь не ждёт! """	поскольку любовь не вечна.			
"и странно прошептала вдруг : "" любовь не ждёт! """	"лишь знать... - ( смешок ) "" лишь знать... что счастлива она. """			
"и странно прошептала вдруг : "" любовь не ждёт! """	 уходи и не возвращайся. 			
"и странно прошептала вдруг : "" любовь не ждёт! """	" и слышу, как несётся твоя песня	bad	0.6107455652"			
	но он и она вместе...	и мы обе с ним в разводе .	bad	0.778834344
	но он и она вместе...	кто ?	bad	0.679433722
